"Thrust Speed Average, mm/min",USCSID,lv,Nvalue,"Total thrust force, MN",[99] Average shield jack stroke,"No.1 Screw revolution, min-1","Cutter Torque, MN-m","No.1 Screw Torque, MN-m",[58] Cutter Speed,[66] No.1 Gate stroke,"Soil Pressure, kPa",[628] Thrust Num Selected
2,5,21.37,3,5.445,563,0,5.33,0.594,0.5,0,85,9
2,5,32.06,11.43,8.935,576,0,5.65,1.225,0.5,78,289,22
2,5,23.08,4.43,13.472,541,0,5.699,1.175,0.5,51,378.5,21
2,5,21.38,3,12.34,601,0.2,5.766,0.714,0.5,15,115,11
2,5,21.38,3,14.341,1291,0.2,5.824,0.689,0.5,0,123,10
2,3,28.88,6,27.476,998,0.2,6.023,0.903,0.9,18,239.5,25
2,5,21.38,3,10.814,582,0.2,6.028,0.598,0.5,26,117.5,10
2,5,21.37,3,12.555,583,0.2,5.505,0.687,0.5,20,123.5,9
2,3,28.88,6,34.177,1818,0.4,4.552,1.156,0.9,4,233,21
2,5,21.37,3,9.762,623,0.4,5.963,0.821,0.5,45,150.5,9
2,5,21.38,3,13.26,1382,0.4,5.983,0.7,0.5,16,122,10
2,5,21.38,3,13.822,1702,0.4,5.891,0.736,0.5,13,117.5,10
2,5,21.38,3,13.73,1622,0.4,6.069,0.734,0.5,11,120.5,10
2,5,21.38,3,14.168,1121,0.4,6.018,0.588,0.5,21,113.5,11
2,5,21.38,3,16.424,1541,0.4,5.796,0.69,0.5,9,106.5,11
2,5,21.38,3,13.863,1662,0.4,5.956,0.733,0.5,15,116,10
2,5,21.38,3,13.462,1422,0.4,6.027,0.702,0.5,14,125.5,10
2,5,21.38,3,13.379,1462,0.4,6.09,0.708,0.5,11,120.5,10
2,5,21.38,3,15.179,1561,0.4,5.801,0.684,0.5,13,106.5,11
2,5,21.38,3,14.481,1481,0.4,5.837,0.699,0.5,14,114,11
2,3,28.88,6,29.496,651,0.5,5.346,0.89,0.9,16,241,25
2,5,21.38,3,13.614,1582,0.5,6.049,0.735,0.5,11,120.5,10
2,5,21.38,3,15.292,1762,0.5,5.919,0.727,0.5,13,113,10
2,5,21.38,3,13.493,1502,0.5,6.069,0.724,0.5,10,120,10
2,5,21.38,3,13.487,1542,0.5,6.082,0.727,0.5,10,119.5,10
2,5,21.38,3,16.347,1521,0.5,5.763,0.684,0.5,10,104.5,11
2,5,21.38,3,13.717,982,0.5,5.788,0.746,0.5,15,133,10
2,5,21.38,3,14.53,1401,0.5,5.81,0.718,0.5,11,118,11
2,5,21.38,3,13.782,1302,0.5,5.856,0.716,0.5,12,125,10
2,5,21.38,3,14.097,1142,0.5,5.779,0.742,0.5,13,125.5,10
2,5,21.38,3,14.21,1221,0.5,6.079,0.672,0.5,10,129.5,11
2,5,21.37,3,11.773,843,0.5,6.114,0.756,0.5,20,136,11
2,5,21.38,3,14.006,1321,0.5,5.786,0.693,0.5,10,120.5,11
2,5,21.38,3,14.456,1182,0.5,5.64,0.744,0.5,12,129,10
2,5,21.38,3,16.394,1501,0.5,5.761,0.694,0.5,10,104.5,11
2,5,21.37,3,11.905,883,0.5,6.205,0.758,0.5,20,138,12
2,5,21.37,3,12.994,963,0.5,6.179,0.546,0.5,20,120.5,11
2,5,21.38,3,15.783,1793,0.5,5.75,0.736,0.5,0,115,10
2,5,21.38,3,15.506,1722,0.5,5.876,0.728,0.5,13,115,10
2,5,21.38,3,14.695,1102,0.5,5.726,0.748,0.5,12,130,10
2,5,21.38,3,15.528,1682,0.5,5.898,0.73,0.5,15,115.5,10
2,5,21.38,3,13.418,802,0.5,5.985,0.752,0.5,16,137,10
2,5,21.38,3,13.6,622,0.5,6.137,0.752,0.5,15,139,10
2,5,21.38,3,14.241,1222,0.5,5.682,0.719,0.5,12,126.5,10
2,5,21.38,3,14.733,1431,0.5,5.793,0.548,0.5,25,108.5,10
2,5,21.38,3,14.568,1342,0.5,5.925,0.715,0.5,13,127.5,10
2,5,21.38,3,13.199,842,0.5,5.975,0.747,0.5,16,135,10
2,5,21.38,3,14.932,1402,0.5,6.041,0.699,0.5,16,122,10
2,5,21.38,3,14.924,1442,0.5,6.077,0.691,0.5,14,120,10
2,5,21.38,3,14.703,942,0.5,5.841,0.759,0.5,15,132,10
2,5,21.38,3,16.118,1141,0.5,6.081,0.673,0.5,11,130.5,11
2,5,21.38,3,16.097,1441,0.5,5.798,0.707,0.5,11,111,11
2,5,21.38,3,14.643,1362,0.5,5.975,0.699,0.5,13,123,10
2,5,21.38,3,15.472,1291,0.5,6.34,0.486,0.5,30,111,10
2,5,21.38,3,14.94,1162,0.5,5.677,0.731,0.5,13,127,10
2,5,21.38,3,14.341,1022,0.5,5.817,0.757,0.5,12,131.5,10
2,5,21.38,3,14.891,1322,0.5,5.827,0.712,0.5,12,126.5,10
2,5,21.38,3,13.277,862,0.5,5.954,0.749,0.5,16,133.5,10
2,5,21.38,3,15.348,1642,0.5,6.056,0.734,0.5,11,116.5,10
2,5,21.38,3,15.212,1602,0.5,6.098,0.726,0.5,11,116,10
2,5,21.38,3,14.748,1242,0.5,5.732,0.718,0.5,12,125.5,10
2,5,21.38,3,14.292,1062,0.6,5.749,0.743,0.5,12,129.5,10
2,5,21.37,3,12.902,663,0.6,6.104,0.706,0.5,20,130.5,11
2,5,21.38,3,16.116,1181,0.6,6.123,0.662,0.5,10,131.5,11
2,5,21.38,3,15.115,1482,0.6,6.109,0.71,0.5,11,119,10
2,5,21.38,3,13.258,762,0.6,6.095,0.769,0.5,16,137,10
2,5,21.37,3,14.424,1003,0.6,6.181,0.742,0.5,21,133.5,11
2,5,21.38,3,14.586,902,0.6,5.949,0.75,0.5,17,132,10
2,5,21.38,3,14.081,1751,0.6,6.262,0.537,0.5,22,103,10
2,5,21.38,3,15.188,1522,0.6,6.071,0.724,0.5,10,117.5,10
2,5,21.38,3,15.806,1411,0.6,5.875,0.603,0.5,29,114,10
2,5,21.38,3,15.208,1562,0.6,6.096,0.727,0.5,10,117,10
2,5,21.38,3,14.974,1042,0.6,5.785,0.753,0.5,12,130,10
2,5,21.38,3,13.544,742,0.6,6.097,0.774,0.5,15,141.5,10
2,5,21.38,3,13.96,1691,0.6,6.065,0.55,0.5,23,107,10
2,5,21.38,3,13.498,702,0.6,6.096,0.764,0.5,15,141.5,10
2,5,21.37,3,13.983,1043,0.6,6.099,0.656,0.5,19,120.5,10
2,5,21.38,3,13.588,662,0.6,6.162,0.761,0.5,16,143,10
2,5,21.38,3,15.047,962,0.6,5.841,0.758,0.5,15,129.5,10
2,5,21.38,3,14.36,1731,0.6,6.217,0.548,0.5,22,104.5,10
2,5,21.38,3,14.947,1122,0.6,5.775,0.757,0.5,12,128,10
2,5,21.38,3,16.236,1201,0.6,6.08,0.679,0.5,10,133.5,11
2,5,21.38,3,15.714,1391,0.6,6.138,0.539,0.5,24,114.5,10
2,5,21.38,3,16.343,1161,0.6,6.083,0.68,0.5,11,136.5,11
2,5,21.38,3,15.974,1261,0.6,6.158,0.702,0.5,10,127,11
2,5,21.38,3,14.717,1202,0.6,5.68,0.738,0.5,12,127,10
2,5,21.38,3,14.321,801,0.6,5.805,0.476,0.5,15,89.5,11
2,5,21.38,3,16.347,1461,0.6,5.851,0.702,0.5,11,110.5,11
2,5,21.37,3,12.494,783,0.6,6.131,0.734,0.5,20,139,11
2,5,21.38,3,16.205,1381,0.6,5.781,0.709,0.5,10,117.5,11
2,5,21.38,3,14.338,1711,0.6,6.176,0.549,0.5,23,102.5,10
2,5,21.38,3,14.874,1082,0.6,5.733,0.735,0.5,12,127.5,10
2,5,21.38,3,16.036,1361,0.6,5.718,0.706,0.5,10,117.5,11
2,5,21.38,3,14.168,761,0.6,5.777,0.45,0.5,15,81.5,11
2,5,21.38,3,14.24,741,0.6,5.758,0.45,0.5,15,79,11
2,5,21.38,3,16.293,1421,0.6,5.774,0.715,0.5,11,112,11
2,5,21.38,3,16.009,1341,0.6,5.773,0.711,0.5,10,118,11
2,5,21.38,3,14.899,922,0.7,5.885,0.737,0.5,15,127,10
2,5,21.38,3,14.271,1451,0.7,5.712,0.411,0.5,24,106.5,10
2,5,21.38,3,14.924,1002,0.7,5.901,0.738,0.5,12,128,10
2,5,21.38,3,14.256,1671,0.7,6.008,0.558,0.5,24,102.5,10
2,5,21.38,3,14.109,1631,0.7,5.799,0.519,0.5,23,103,10
2,5,21.38,3,14.339,781,0.7,5.86,0.465,0.5,15,86.5,11
2,5,21.38,3,15.249,602,0.7,6.155,0.7,0.5,20,129,10
2,5,21.38,3,14.128,1651,0.7,5.905,0.547,0.5,24,106,10
2,5,21.38,3,14.838,1001,0.7,6.029,0.526,0.5,13,96,11
2,5,21.37,3,10.25,1443,0.7,6.111,0.589,0.5,33,117,11
2,5,21.38,3,14.907,1661,0.7,5.68,0.494,0.5,25,101,11
2,5,21.38,3,13.874,1491,0.7,5.669,0.397,0.5,24,104,10
2,5,21.38,3,14.573,721,0.7,5.835,0.495,0.5,15,77,11
2,5,21.38,3,15.948,1311,0.7,6.274,0.461,0.5,25,96,10
2,5,21.38,3,14.096,1591,0.8,5.819,0.488,0.5,23,100,10
2,5,21.38,3,14.675,701,0.8,6.078,0.511,0.5,15,74.5,11
2,5,21.38,3,16.393,1331,0.8,6.22,0.489,0.5,29,100.5,10
2,5,21.38,3,14.523,1551,0.8,5.725,0.471,0.5,23,104,10
2,5,21.38,3,15.866,1351,0.8,6.242,0.481,0.5,22,96,10
2,3,28.88,6,29.774,1036,0.8,5.144,0.892,0.9,21,230,25
2,5,21.38,3,13.884,1611,0.8,5.855,0.471,0.5,23,103.5,10
2,5,21.38,3,14.183,1471,0.8,5.668,0.337,0.5,24,98.5,10
2,5,21.38,3,14.101,1571,0.8,5.756,0.473,0.5,23,102.5,10
2,5,21.38,3,16.969,1681,0.8,5.572,0.41,0.5,21,100,11
2,5,21.38,3,14.227,1531,0.9,5.771,0.437,0.5,23,107.5,10
2,5,21.38,3,17.087,1721,0.9,5.301,0.476,0.5,21,93,11
2,5,21.38,3,16.99,1701,0.9,5.555,0.425,0.5,21,94.5,11
2,3,28.88,6,32.612,1543,1.2,5.031,1.092,0.9,6,214.5,25
3,3,28.88,6,35.981,1798,0.1,5.461,1.162,0.9,2,235,21
3,3,28.88,6,37.835,1877,0.2,4.587,1.21,0.9,2,237,21
3,3,28.88,6,31.681,956,0.2,6.269,0.959,0.9,0,236.5,25
3,3,28.88,6,30.487,733,0.3,5.632,0.969,0.9,16,239.5,25
3,3,28.88,6,30.109,672,0.4,5.454,0.881,0.9,16,243,25
3,3,28.78,6,32.281,1844,0.4,5.167,1.033,0.9,0,202.5,22
3,3,28.82,6,38.339,570,0.5,5.944,1.084,0.9,33,242,21
3,5,21.37,3,11.407,1663,0.6,5.824,0.634,0.5,26,117,11
3,5,21.37,3,12.354,1763,0.6,6,0.66,0.5,30,117.5,11
3,5,21.38,3,15.859,1301,0.6,6.028,0.67,0.5,10,122,11
3,5,21.37,3,15.162,603,0.6,5.838,0.776,0.5,20,140.5,9
3,3,28.88,6,34.308,1017,0.6,6.212,0.923,0.9,18,240.5,25
3,5,21.37,3,12.383,1403,0.6,6.228,0.7,0.5,25,136,11
3,5,21.38,3,14.847,882,0.7,5.968,0.741,0.5,16,130.5,10
3,5,21.38,3,13.867,562,0.7,6.292,0.519,0.5,0,97.5,10
3,5,21.37,3,12.182,1743,0.7,5.902,0.683,0.5,29,116.5,11
3,5,21.37,3,12.306,1543,0.7,6.042,0.678,0.5,23,125.5,11
3,5,21.38,3,16.164,1241,0.7,6.132,0.694,0.5,10,129,11
3,3,28.88,6,30.368,628,0.7,4.868,0.856,0.9,15,250.5,22
3,5,21.37,3,11.868,1703,0.7,5.754,0.662,0.5,25,116.5,11
3,5,21.38,3,15.302,722,0.7,6.097,0.763,0.5,15,140,10
3,5,21.37,3,16.062,983,0.7,6.235,0.727,0.5,20,129.5,11
3,5,21.38,3,15.848,1281,0.7,6.091,0.672,0.5,10,123,11
3,5,21.37,3,11.761,1203,0.7,6.278,0.59,0.5,21,113.5,9
3,5,21.38,3,15.445,682,0.7,6.183,0.758,0.5,16,139.5,10
3,5,21.38,3,14.98,822,0.7,6.049,0.738,0.5,16,131.5,10
3,5,21.37,3,13.231,703,0.7,6.308,0.72,0.5,20,136,11
3,5,21.37,3,12.398,1583,0.7,5.847,0.712,0.5,30,135.5,11
3,5,21.37,3,16.012,803,0.7,6.099,0.729,0.5,20,133,11
3,5,21.38,3,14.959,901,0.7,6.091,0.512,0.5,15,93.5,11
3,5,21.38,3,14.559,841,0.7,6.118,0.489,0.5,15,90,11
3,5,21.38,3,15.241,1041,0.7,6.041,0.549,0.5,14,98,11
3,5,21.38,3,14.983,981,0.7,5.981,0.528,0.5,14,94,11
3,5,21.37,3,16.44,1063,0.7,6.246,0.703,0.5,19,129,10
3,5,21.38,3,15.075,921,0.7,6.018,0.541,0.5,14,98,11
3,5,21.38,3,14.966,881,0.7,6.061,0.52,0.5,15,96,11
3,5,21.38,3,15.101,941,0.7,6.065,0.531,0.5,14,95.5,11
3,5,21.38,3,15.086,782,0.7,6.024,0.748,0.5,16,132,10
3,5,21.38,3,14.638,821,0.7,6.034,0.504,0.5,15,94.5,11
3,5,21.38,3,15.394,642,0.7,6.18,0.759,0.5,15,139.5,10
3,5,21.37,3,16.711,863,0.7,6.281,0.749,0.5,20,134,11
3,5,21.37,3,14.133,743,0.7,6.357,0.751,0.5,20,139,11
3,5,21.37,3,11.871,1123,0.7,6.354,0.497,0.5,20,106,10
3,5,21.37,3,16.696,903,0.7,6.365,0.762,0.5,20,134.5,11
3,5,21.37,3,11.86,1503,0.7,6.073,0.654,0.5,29,112.5,11
3,5,21.37,3,14.141,1083,0.7,6.231,0.722,0.5,20,135,10
3,5,21.38,3,15.679,1091,0.7,6.383,0.695,0.5,20,121.5,10
3,5,21.38,3,14.676,861,0.7,6.047,0.496,0.5,15,92.5,11
3,5,21.37,3,15.622,723,0.7,6.285,0.755,0.5,20,139.5,11
3,5,21.38,3,17.26,1581,0.8,5.892,0.625,0.5,15,101,11
3,5,21.38,3,15.162,1051,0.8,6.556,0.643,0.5,20,104.5,11
3,5,21.38,3,15.055,961,0.8,5.994,0.532,0.5,14,95,11
3,5,21.38,3,14.816,1101,0.8,6.099,0.518,0.5,14,95.5,11
3,5,21.38,3,15.059,1061,0.8,6.099,0.52,0.5,14,95,11
3,5,21.37,3,15.954,763,0.8,6.074,0.764,0.5,20,141.5,11
3,5,21.38,3,15.35,1271,0.8,6.446,0.676,0.5,0,102,10
3,5,21.37,3,12.684,1283,0.8,6.168,0.621,0.5,20,108,9
3,5,21.38,3,17.452,1601,0.8,5.902,0.589,0.5,21,101.5,11
3,5,21.38,3,16.623,1371,0.8,6.191,0.516,0.5,22,109,10
3,5,21.38,3,15.238,1251,0.8,6.416,0.653,0.5,21,105.5,10
3,5,21.38,3,14.924,1011,0.8,6.596,0.617,0.5,20,109,11
3,5,21.38,3,14.938,1081,0.8,6.101,0.525,0.5,14,96.5,11
3,5,21.37,3,12.449,1303,0.8,6.213,0.638,0.5,20,109,9
3,5,21.38,3,14.796,1071,0.8,6.441,0.636,0.5,20,108,10
3,5,21.38,3,14.822,911,0.8,6.553,0.636,0.5,20,108,11
3,5,21.38,3,14.661,971,0.8,6.453,0.627,0.5,21,109,11
3,5,21.38,3,17.43,1621,0.8,5.891,0.541,0.5,24,104.5,11
3,5,21.38,3,15.132,1021,0.8,6.078,0.536,0.5,14,95,11
3,5,21.38,3,14.488,811,0.8,6.435,0.614,0.5,22,108.5,11
3,5,21.38,3,14.544,891,0.8,6.49,0.609,0.5,20,107.5,11
3,5,21.37,3,13.678,1723,0.8,5.797,0.681,0.5,25,119,11
3,5,21.37,3,15.889,1023,0.8,6.363,0.713,0.5,21,126,10
3,5,21.38,3,13.213,631,0.8,6.127,0.447,0.5,20,98.5,11
3,5,21.38,3,15.272,1211,0.8,6.388,0.652,0.5,21,112,10
3,5,21.38,3,14.661,1191,0.8,6.332,0.604,0.5,21,100,10
3,5,21.38,3,14.699,931,0.8,6.552,0.635,0.5,20,110,11
3,5,21.38,3,14.431,1171,0.8,6.386,0.604,0.5,21,111,10
3,5,21.37,3,12.796,1263,0.8,6.158,0.62,0.5,20,104.5,9
3,5,21.38,3,14.195,691,0.8,6.33,0.605,0.5,20,106.5,11
3,5,21.38,3,14.758,991,0.8,6.5,0.628,0.5,21,103,11
3,5,21.38,3,14.161,871,0.8,6.56,0.591,0.5,21,98.5,11
3,5,21.38,3,14.928,1111,0.8,6.398,0.741,0.5,20,127.5,10
3,5,21.37,3,13.894,1363,0.8,6.155,0.708,0.5,20,134.5,10
3,5,21.37,3,13.808,1423,0.8,6.209,0.642,0.5,49,139,11
3,5,21.37,3,16.7,823,0.8,6.392,0.761,0.5,20,134.5,11
3,5,21.37,3,11.874,1623,0.8,5.828,0.671,0.5,29,128.5,11
3,5,21.38,3,13.921,731,0.8,6.377,0.559,0.5,20,102,11
3,5,21.38,3,14.682,771,0.8,6.397,0.581,0.5,21,109,11
3,5,21.38,3,15.035,1231,0.9,6.281,0.638,0.5,21,99,10
3,5,21.38,3,14.079,1151,0.9,6.558,0.592,0.5,20,106,9
3,5,21.38,3,14.669,951,0.9,6.571,0.622,0.5,20,103,11
3,5,21.37,3,11.347,1243,0.9,6.214,0.602,0.5,20,114.5,9
3,5,21.37,3,13.142,1683,0.9,5.839,0.657,0.5,26,118,11
3,5,21.38,3,14.695,1131,0.9,6.363,0.741,0.5,20,131,9
3,5,21.38,3,17.342,1641,0.9,5.817,0.495,0.5,25,100,11
3,5,21.38,3,15.064,1031,0.9,6.571,0.614,0.5,20,103,11
3,5,21.37,3,14.626,1793,0.9,5.907,0.695,0.5,0,120.5,11
3,5,21.37,3,14.389,643,1,6.038,0.71,0.5,29,124,11
3,5,21.38,3,17.153,641,1,6.008,0.52,0.5,15,96.5,11
3,5,21.38,3,13.222,611,1,6.25,0.439,0.5,21,105,11
3,5,21.38,3,14.881,681,1,6.07,0.487,0.5,15,73,11
3,5,21.37,3,12.681,923,1,6.391,0.649,0.5,21,124,11
3,5,21.38,3,16.193,661,1.1,6.041,0.545,0.5,20,84,11
3,5,21.38,3,15.456,1511,1.2,5.843,0.48,0.5,24,113,10
3,3,28.88,6,35.547,1918,2.5,5.485,1.226,0.9,6,241.5,21
3,3,28.88,6,32.918,1837,3.9,4.426,1.034,0.9,0,205,21
4,6,18.03,10.38,13.107,574,0,5.592,1.197,0.5,100,277,21
4,3,28.88,6,33.204,712,0.1,6.433,0.815,0.9,16,233.5,25
4,3,28.88,6,31.606,774,0.1,5.643,1.018,0.9,16,237,25
4,3,28.82,6,35.879,630,0.3,7.536,1.069,0.9,0,220,21
4,5,21.38,3,15.104,619,0.3,5.617,0.592,0.5,14,113.5,13
4,3,28.88,6,30.142,976,0.3,5.714,0.934,0.9,16,240.5,25
4,3,28.77,6,32.04,1975,0.4,7.638,1.168,0.9,0,233,23
4,3,28.82,6,38.579,590,0.6,7.426,1.111,0.9,33,232,21
4,3,28.82,6,38.067,609,0.8,7.731,1.099,0.9,33,225,21
4,3,28.88,6,29.563,602,0.8,4.033,0.732,0.9,16,257,20
4,5,21.37,3,13.872,1343,0.8,6.088,0.694,0.5,20,132.5,10
4,5,21.37,3,11.883,1163,0.8,6.426,0.535,0.5,19,111.5,9
4,5,21.37,3,13.942,1383,0.8,6.213,0.705,0.5,20,131.5,11
4,5,21.37,3,14.158,1603,0.8,5.851,0.714,0.5,30,134,11
4,5,21.37,3,13.422,1323,0.9,6.122,0.627,0.5,20,118,10
4,5,21.38,3,14.475,791,0.9,6.494,0.584,0.5,21,101.5,11
4,5,21.37,3,13.545,1223,0.9,6.312,0.609,0.5,21,108,9
4,5,21.38,3,14.265,751,0.9,6.421,0.551,0.5,20,99.5,11
4,5,21.37,3,13.29,1483,0.9,6.155,0.632,0.5,29,112,11
4,5,21.37,3,13.003,1183,0.9,6.387,0.555,0.5,19,98.5,9
4,5,21.37,3,12.668,1643,0.9,5.961,0.62,0.5,29,119.5,11
4,5,21.37,3,14.859,683,0.9,6.253,0.71,0.5,20,132.5,11
4,5,21.37,3,14.104,1563,0.9,6.023,0.723,0.5,23,137,11
4,5,21.37,3,13.06,1463,1,6.071,0.629,0.5,29,113.5,11
4,5,21.37,3,13.582,1523,1,6.161,0.658,0.5,29,110,11
4,5,21.38,3,14.007,851,1,6.503,0.565,0.5,21,101.5,11
4,5,21.37,3,13.581,1143,1,6.449,0.469,0.5,20,100,10
4,5,21.38,3,13.816,671,1,6.337,0.544,0.5,20,100.5,11
4,5,21.37,3,13.025,943,1,6.509,0.458,0.5,25,94,10
4,5,21.38,3,14.486,831,1,6.406,0.588,0.5,22,100.5,11
4,5,21.38,3,13.779,651,1,6.184,0.526,0.5,20,104,11
4,5,21.38,3,14.125,711,1,6.416,0.554,0.5,20,100,11
4,5,21.37,3,13.752,1103,1.4,6.521,0.524,0.5,20,102.5,10
4,3,28.77,6,36.607,1132,1.6,4.842,1.099,0.9,5,216.5,21
4,3,28.77,6,34.251,1155,2.7,4.071,1.21,0.9,7,239,21
4,3,28.78,6,32.798,1744,2.7,6.15,1.191,0.9,0,237,22
5,3,28.77,6,35.461,1690,0.1,4.693,0.964,0.9,0,187,22
5,3,28.77,6,38.63,1296,0.3,4.1,1.026,0.9,0,202,21
5,3,28.88,6,25.608,1358,0.3,3.544,1.011,0.9,100,292,25
5,3,28.88,6,22.337,1438,0.4,3.22,0.939,0.9,79,249.5,25
5,3,28.88,6,25.782,1418,0.5,3.561,1.016,0.9,100,280,25
5,3,28.77,6,24.327,553,0.5,5.297,0.809,0.9,2,160,23
5,3,28.88,6,27.336,1079,0.6,6.707,0.862,0.9,0,190.5,25
5,3,28.77,6,34.141,1109,0.6,5.338,1.051,0.9,0,211.5,21
5,4,26.07,39.5,27.602,1703,0.7,7.311,0.878,0.9,100,272.5,18
5,3,28.88,6,24.662,1378,0.7,3.534,0.905,0.9,100,252.5,25
5,3,28.88,6,27.019,1098,0.7,3.938,0.951,0.9,71,269.5,25
5,3,28.88,6,26.555,1058,0.8,3.921,0.957,0.9,71,261.5,25
5,3,28.88,6,25.797,1158,0.8,3.819,0.906,0.9,71,247,25
5,3,28.88,6,26.503,1038,0.9,4.089,0.939,0.9,71,255.5,25
5,3,28.88,6,31.509,1524,1.7,6.04,1.119,0.9,4,219,25
5,3,28.77,6,31.399,1172,1.7,4.685,1.02,0.9,2,201.5,21
5,3,28.77,6,38.085,1870,2.2,5.632,1.135,0.9,0,225.5,22
5,3,28.78,6,32.324,1825,2.6,5.684,0.999,0.9,0,195,22
5,3,28.78,6,30.044,1723,2.8,5.828,1.055,0.9,0,207,22
6,3,28.77,6,38.342,1890,0.2,6.176,1.105,0.9,0,220,22
6,5,21.88,3,19.852,576,0.2,5.445,0.794,0.5,40,188,21
6,3,28.77,6,30.933,839,0.2,5.823,1.001,0.9,0,196,23
6,3,28.77,6,35.034,1877,0.3,7.446,1.058,0.9,0,213.5,23
6,3,28.77,6,38.859,1849,0.3,5.85,1.108,0.9,5,221.5,22
6,3,28.77,6,34.172,1856,0.5,8.158,1.083,0.9,0,222.5,23
6,3,28.88,6,16.619,586,0.6,2.492,0.915,0.9,16,259,20
6,3,28.88,6,26.003,1278,0.6,3.768,0.907,0.9,71,258.5,25
6,3,28.88,6,26.423,1338,0.7,3.743,0.94,0.9,71,273,25
6,4,26.07,39.5,29.152,2168,0.7,5.744,0.935,0.9,100,289,17
6,3,28.88,6,25.644,1318,0.7,3.797,0.936,0.9,71,256.5,25
6,3,28.88,6,26.778,1078,0.7,3.988,0.943,0.9,71,260.5,25
6,3,28.88,6,25.831,1458,0.7,3.471,0.933,0.9,75,250,25
6,3,28.88,6,25.987,1178,0.7,3.764,0.916,0.9,71,254.5,25
6,3,28.88,6,26.284,1238,0.8,3.866,0.983,0.9,71,257.5,25
6,3,28.88,6,24.714,1598,0.8,3.498,0.938,0.9,75,256.5,25
6,3,28.77,6,39.91,1731,0.8,5.186,1.099,0.9,10,221,22
6,3,28.88,6,26.072,1218,0.8,3.886,0.912,0.9,71,252.5,25
6,3,28.88,6,26.271,1198,0.8,3.88,0.908,0.9,71,257,25
6,3,28.88,6,24.941,1398,0.8,3.635,0.952,0.9,100,257.5,25
6,3,28.88,6,23.471,1538,0.8,3.425,0.924,0.9,75,255.5,25
6,3,28.88,6,26.29,1138,0.8,3.941,0.884,0.9,71,253,25
6,3,28.88,6,27.3,1018,0.9,4.181,0.968,0.9,71,274.5,25
6,3,28.88,6,25.594,1298,0.9,3.801,0.926,0.9,71,252.5,25
6,3,28.88,6,25.552,1258,1,3.898,0.927,0.9,71,247.5,25
6,3,28.88,6,26.641,1118,1,3.994,0.932,0.9,71,259,25
6,4,26.06,39.5,30.199,629,1.4,4.999,1.09,0.9,100,241,17
6,3,28.88,6,28.266,754,1.5,4.969,0.933,0.9,16,226.5,25
6,3,28.88,6,24.182,1059,1.5,5.114,0.98,0.9,21,211.5,25
6,3,28.78,6,35.009,1764,2.6,6.381,1.14,0.9,0,225,22
6,3,28.78,6,35.992,1783,2.7,6.251,1.029,0.9,0,200,22
6,3,28.78,6,33.07,1602,2.8,5.85,1.172,0.9,6,234,22
6,3,28.78,6,32.256,1684,3.6,6.056,1.139,0.9,0,225.5,22
7,3,28.77,6,41.421,1026,0.2,6.625,0.952,0.9,0,194,23
7,3,28.77,6,31.092,2013,0.4,6.378,1.146,0.9,0,225,23
7,3,28.88,6,30.382,692,0.5,6.184,0.738,0.9,16,232.5,25
7,3,28.88,6,25.786,1518,0.7,3.726,0.945,0.9,75,262,25
7,3,28.88,6,27.056,1478,0.7,3.945,0.946,0.9,75,253,25
7,3,28.88,6,25.328,1558,0.8,3.642,0.936,0.9,75,257.5,25
7,4,26.06,39.5,29.828,1186,0.8,5.841,0.968,0.9,100,248.5,17
7,3,28.88,6,27.3,1618,0.8,3.869,0.927,0.9,75,256,25
7,3,28.77,6,33.447,819,0.8,7.065,1.084,0.9,0,214.5,23
7,4,26.06,39.5,30.06,669,1.2,5.125,1.066,0.9,100,242.5,17
7,4,26.07,39.5,27.094,1683,1.5,7.294,0.853,0.9,100,253.5,18
7,4,26.06,39.5,30.036,649,1.7,5.002,1.068,0.9,100,236,17
7,4,26.07,39.5,26.554,1663,1.7,5.831,0.905,0.9,100,269,18
7,4,26.07,39.5,28.745,1962,1.7,6.3,0.89,0.9,100,270.5,17
7,4,26.07,39.5,26.693,1603,1.8,5.676,0.924,0.9,100,286,18
7,3,28.78,6,36.399,1804,2.7,6.535,1.008,0.9,0,197,22
7,3,28.78,6,37.286,1664,3.8,6.873,1.253,0.9,7,251,22
8,3,28.77,6,38.995,1711,0.2,4.958,1.039,0.9,8,205.5,22
8,3,28.77,6,37.984,1064,0.2,6.313,0.889,0.9,0,169.5,23
8,3,28.78,6,37.106,1283,0.3,5.872,1.151,0.9,0,233.5,22
8,3,28.77,6,35.588,535,0.4,6.465,1.014,0.9,0,205,23
8,4,26.06,39.5,27.609,2174,0.4,8.183,0.753,0.9,100,213.5,17
8,3,28.88,6,20.079,598,0.7,2.71,0.912,0.9,71,251.5,25
8,3,28.82,6,20.916,572,0.7,2.981,0.872,0.9,73,255.5,25
8,3,28.88,6,28.563,678,0.8,4.246,1.013,0.9,71,260,25
8,3,28.88,6,28.386,698,0.8,4.315,0.957,0.9,71,255,25
8,3,28.88,6,27.068,1678,0.8,3.875,0.984,0.9,75,276,25
8,3,28.88,6,25.889,1578,0.8,3.862,0.924,0.9,75,250,25
8,3,28.88,6,27.42,898,0.9,4.283,0.951,0.9,71,273,25
8,3,28.82,6,25.365,772,0.9,4.003,0.873,0.9,73,262,25
8,3,28.88,6,28.348,758,1,4.159,0.983,0.9,71,267,25
